filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	calibration_strand_genome_template	calibration_strand_identity_template	calibration_strand_accuracy_template	calibration_strand_speed_bps_template
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_134_ch_504_strand.fast5	924423c4-bfce-40fe-80e7-956fc1c3c45c	c658a0f770028f020749390debc1a174a1c83146	504	48.4907	1.23473	880	True	0.17629	880	1.05843	880	435	7.76	-0.704	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_135_ch_141_strand.fast5	cbfaeec0-8503-4e6b-b181-6e47662390dd	c658a0f770028f020749390debc1a174a1c83146	141	82.79382	1.98174	1550	True	0.02656	1550	1.95518	1550	629	8.473	-0.5737	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_97_strand.fast5	e3b4bedb-f25e-410d-912a-2c895072521d	c658a0f770028f020749390debc1a174a1c83146	97	20.6929	1.48871	1153	True	0.09379	1153	1.39492	1153	514	8.912	-0.6045	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_172_strand.fast5	1381d133-856f-4dd4-b0a1-7b55578a00a2	c658a0f770028f020749390debc1a174a1c83146	172	24.98224	2.38114	1616	True	0.40007	1616	1.98108	1616	854	7.561	-0.8248	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_133_strand.fast5	2f4d7862-fadc-4330-b16a-6870a07e0953	c658a0f770028f020749390debc1a174a1c83146	133	15.19622	1.49851	1238	True	0.01975	1238	1.47875	1238	721	8.453	-0.6751	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_116_strand.fast5	ad471203-93d1-4726-bced-8f928147fc10	c658a0f770028f020749390debc1a174a1c83146	116	20.85774	1.18742	946	True	0.01743	946	1.16999	946	458	7.53	-0.8418	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_124_strand.fast5	d54fde6c-e0a2-4085-9c33-decac66c546b	c658a0f770028f020749390debc1a174a1c83146	124	23.75398	1.05113	671	True	0.25249	671	0.79864	671	385	7.778	-0.6891	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_234_strand.fast5	21192beb-8acf-4073-a026-8188d4e289e0	c658a0f770028f020749390debc1a174a1c83146	234	39.9746	4.04399	3192	True	0.10309	3192	3.9409	3192	1797	9.406	-0.5552	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_181_strand.fast5	4c199846-9d8d-47a0-96fb-a4ccf9393d16	c658a0f770028f020749390debc1a174a1c83146	181	21.98921	1.58798	1277	True	0.05013	1277	1.53785	1277	768	8.548	-0.6408	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_18_strand.fast5	9648aca5-b338-4035-bf16-9c2ac89c02de	c658a0f770028f020749390debc1a174a1c83146	18	19.93194	1.41965	1146	True	0.04017	1146	1.37948	1146	649	7.611	-0.8377	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_247_strand.fast5	35df636e-6126-48f5-ba6e-c39f2cf822b2	c658a0f770028f020749390debc1a174a1c83146	247	12.97859	1.47145	1144	True	0.13015	1144	1.3413	1144	646	7.37	-0.8194	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_281_strand.fast5	42a47bf8-aa6e-4a4e-81fd-9edf6137d0a4	c658a0f770028f020749390debc1a174a1c83146	281	16.42347	1.25498	1004	True	0.05511	1004	1.19987	1004	543	7.19	-0.8528	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_235_strand.fast5	c56738b6-6f24-4453-8beb-b1f06118775b	c658a0f770028f020749390debc1a174a1c83146	235	43.43708	1.5493	1144	True	0.1587	1144	1.3906	1144	641	7.535	-0.8214	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_334_strand.fast5	096e900f-14c6-4a48-a0c0-f1448cb792a9	c658a0f770028f020749390debc1a174a1c83146	334	19.79382	1.38795	1085	True	0.11869	1085	1.26926	1085	597	7.366	-0.8359	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_364_strand.fast5	8d6b2ad2-3393-41cf-8dc0-589f5c655b37	c658a0f770028f020749390debc1a174a1c83146	364	24.51594	1.31109	1040	True	0.05179	1040	1.2593	1040	617	7.641	-0.7813	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_353_strand.fast5	e25e7bfb-cbfd-4430-8b10-c71dd9cea21c	c658a0f770028f020749390debc1a174a1c83146	353	32.70452	2.04631	1690	True	0.03403	1690	2.01228	1690	1001	7.222	-0.8422	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_405_strand.fast5	ecaa4955-a0c1-4bf4-a77a-8d2c1b62502c	c658a0f770028f020749390debc1a174a1c83146	405	18.09163	2.99502	2466	True	0.03519	2466	2.95983	2466	1312	8.227	-0.7252	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_423_strand.fast5	3b3348b0-d8b3-4bb4-849e-cb995592a85e	c658a0f770028f020749390debc1a174a1c83146	423	16.2661	1.58948	1207	True	0.11006	1207	1.47942	1207	669	8.61	-0.6545	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_415_strand.fast5	636fd93b-414e-4357-a7d4-a7ddd5b8cbe5	c658a0f770028f020749390debc1a174a1c83146	415	27.58549	1.76693	1421	True	0	1421	1.76693	1421	608	7.681	-1.1785	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_41_strand.fast5	98d0af64-1673-4ead-86eb-4d504eab49a7	c658a0f770028f020749390debc1a174a1c83146	41	73.19804	1.79831	1329	True	0.18111	1329	1.6172	1329	732	8.793	-0.5994	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_428_strand.fast5	eac023ea-7aab-4f4d-b420-68312a9c74ec	c658a0f770028f020749390debc1a174a1c83146	428	34.86537	1.38098	1147	True	0	1147	1.38098	1147	613	8.685	-0.8462	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_485_strand.fast5	32aa4332-548b-43d1-9b6c-7731e10a16cb	c658a0f770028f020749390debc1a174a1c83146	485	19.55262	1.38811	1130	True	0.01046	1130	1.37766	1130	608	7.087	-0.8904	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_479_strand.fast5	332c3f21-df4f-4a8a-968d-43b30fb30051	c658a0f770028f020749390debc1a174a1c83146	479	20.98456	1.2505	1035	True	0	1035	1.2505	1035	598	7.972	-0.8599	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_69_strand.fast5	500638df-552b-42f4-81d7-f30b47b96296	c658a0f770028f020749390debc1a174a1c83146	69	21.82985	1.49369	1072	True	0.21248	1072	1.28121	1072	629	7.315	-0.8314	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_53_strand.fast5	64128381-7259-4af0-a4ea-f8dc0c1decf0	c658a0f770028f020749390debc1a174a1c83146	53	12.21066	1.89293	1449	True	0.17198	1449	1.72095	1449	833	7.585	-0.7808	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_73_strand.fast5	90b40d6a-6406-45b9-92ee-2d7e70a64b4e	c658a0f770028f020749390debc1a174a1c83146	73	18.64807	1.16849	796	True	0.1748	796	0.99369	796	361	7.355	-0.7905	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_77_strand.fast5	ad91a1b6-634b-4358-92fb-63802eea2e53	c658a0f770028f020749390debc1a174a1c83146	77	25.05212	3.83931	3188	True	0.0093	3188	3.83001	3188	1985	8.095	-0.7441	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_79_strand.fast5	b08df65c-f34c-44ae-bad1-89f583c0d7ea	c658a0f770028f020749390debc1a174a1c83146	79	23.29399	2.64741	2051	True	0.17845	2051	2.46896	2051	1101	8.969	-0.5668	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_143_ch_392_strand.fast5	644a78cf-2195-4f45-9250-d9a6f2936bb3	c658a0f770028f020749390debc1a174a1c83146	392	85.79681	2.13396	1605	True	0.18725	1605	1.94671	1605	865	7.848	-0.7796	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_13_ch_98_strand.fast5	6aa2dd51-7334-4fed-a97d-c5912e43b90e	c658a0f770028f020749390debc1a174a1c83146	98	37.88828	2.43376	1940	True	0.10956	1940	2.3242	1940	1192	7.193	-0.8996	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_140_ch_504_strand.fast5	c6b5ef09-02a6-4d62-bc72-3b667c5ae3d9	c658a0f770028f020749390debc1a174a1c83146	504	64.46298	3.26693	2626	True	0.05528	2626	3.21165	2626	1231	7.822	-0.7517	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_120_strand.fast5	1ec89498-c009-4627-b58e-bae2687ba7ac	c658a0f770028f020749390debc1a174a1c83146	120	18.72128	2.00017	1457	True	0.17048	1457	1.82968	1457	707	9.305	-0.546	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_109_strand.fast5	a8ddabdd-dd68-4666-91f0-2baa4750b683	c658a0f770028f020749390debc1a174a1c83146	109	12.01793	1.29067	962	True	0.09612	962	1.19456	962	475	7.807	-0.7354	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_100_strand.fast5	c2e21c10-99af-4b63-a460-0d7c4dbc2627	c658a0f770028f020749390debc1a174a1c83146	100	37.43161	2.06441	1608	True	0.1177	1608	1.94671	1608	937	9.733	-0.5164	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_128_strand.fast5	c71d2be4-9110-4d5a-8827-6a155a190dfc	c658a0f770028f020749390debc1a174a1c83146	128	49.06707	1.70485	1280	True	0.11604	1280	1.58881	1280	739	7.644	-0.803	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_127_strand.fast5	df97ac63-b9ae-499c-8254-515534383bdc	c658a0f770028f020749390debc1a174a1c83146	127	18.73888	1.45966	1075	True	0.17065	1075	1.28901	1075	580	9.297	-0.5222	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_132_strand.fast5	0a51c23d-eb4b-4f43-81b4-b9fcf4f160b5	c658a0f770028f020749390debc1a174a1c83146	132	32.30528	1.92779	1566	True	0.07188	1566	1.85591	1566	881	7.492	-0.8089	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_151_strand.fast5	397d4062-835d-49f7-98f9-962fd713a76b	c658a0f770028f020749390debc1a174a1c83146	151	33.59811	1.82636	1303	True	0.19373	1303	1.63264	1303	674	7.043	-0.9562	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_136_strand.fast5	79c4f525-0684-46ff-a94e-b43607ad5632	c658a0f770028f020749390debc1a174a1c83146	136	21.79947	1.83898	1337	True	0.22842	1337	1.61056	1337	750	7.001	-0.9452	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_131_strand.fast5	c10b9888-16c6-40ca-a09a-b4bd2f0ba941	c658a0f770028f020749390debc1a174a1c83146	131	25.53934	1.72809	1347	True	0.09595	1347	1.63214	1347	753	8.896	-0.5971	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_157_strand.fast5	e9312452-fc37-4acf-a0f0-40f0f2fc66a3	c658a0f770028f020749390debc1a174a1c83146	157	16.45203	1.75133	1284	True	0.21896	1284	1.53237	1284	635	8.346	-0.6522	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_144_strand.fast5	fc9f9111-cbf6-4f51-b022-6330f2997b95	c658a0f770028f020749390debc1a174a1c83146	144	19.88396	1.7676	1406	True	0.04565	1406	1.72195	1406	719	7.621	-0.8809	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_179_strand.fast5	2af6fdb2-8ab3-4a38-bb55-1454504171c9	c658a0f770028f020749390debc1a174a1c83146	179	30.88878	1.51743	1095	True	0.2261	1095	1.29133	1095	532	7.136	-0.8957	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_158_strand.fast5	3375555e-a7bd-44bb-9275-cb379447e265	c658a0f770028f020749390debc1a174a1c83146	158	14.33898	1.7334	1365	True	0.09778	1365	1.63562	1365	818	8.067	-0.7271	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_168_strand.fast5	3aeae094-0635-4474-a131-a3ecf7f5cd7c	c658a0f770028f020749390debc1a174a1c83146	168	24.59562	1.5425	1192	True	0.05461	1192	1.48788	1192	649	8.333	-0.6848	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_169_strand.fast5	4f1a4560-e0db-4edd-81cb-a6f69f7f452a	c658a0f770028f020749390debc1a174a1c83146	169	52.69854	1.81989	1453	True	0.02673	1453	1.79316	1453	813	9.666	-0.4792	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_186_strand.fast5	b00bce5b-f5f2-4184-b77d-84d4b62c8703	c658a0f770028f020749390debc1a174a1c83146	186	63.4165	1.93111	1513	True	0.08001	1513	1.8511	1513	872	8.387	-0.6462	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_190_strand.fast5	fc14021b-cc65-4a37-9fb2-0253c6909619	c658a0f770028f020749390debc1a174a1c83146	190	25.9165	1.15671	798	True	0.18941	798	0.9673	798	468	7.868	-0.6988	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_255_strand.fast5	6528bf47-7b98-4526-ad69-4482050c8a32	c658a0f770028f020749390debc1a174a1c83146	255	46.23855	1.41185	675	True	0.59645	675	0.81541	675	389	8.326	-0.5497	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_267_strand.fast5	69ae91d9-2ccc-4d1c-8138-d52235672c08	c658a0f770028f020749390debc1a174a1c83146	267	21.03967	1.6157	1162	True	0.16899	1162	1.44671	1162	515	7.208	-0.852	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_25_strand.fast5	6e10a4cd-20b0-45f4-b77d-44a19de47f50	c658a0f770028f020749390debc1a174a1c83146	25	15.52922	1.03237	826	True	0.03918	826	0.99319	826	473	7.834	-0.745	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_248_strand.fast5	81393eb2-8f99-4539-936a-3a6e8f0b593c	c658a0f770028f020749390debc1a174a1c83146	248	31.21132	1.18476	806	True	0.21813	806	0.96663	806	444	7.624	-0.8065	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_265_strand.fast5	c0d053e0-1907-463f-9735-e489713ad159	c658a0f770028f020749390debc1a174a1c83146	265	16.53569	1.62517	1243	True	0.1162	1243	1.50896	1243	602	7.783	-0.9343	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_264_strand.fast5	c6359b75-706c-4d0d-878a-961904c6ee55	c658a0f770028f020749390debc1a174a1c83146	264	19.56308	2.10392	1550	True	0.21713	1550	1.88679	1550	905	8.684	-0.6355	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_291_strand.fast5	365476e6-06d9-4003-ab5b-9da7e268d8f3	c658a0f770028f020749390debc1a174a1c83146	291	39.21464	1.75847	1434	True	0.02772	1434	1.73074	1434	810	8.205	-0.7208	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_26_strand.fast5	641594f6-9812-4d34-b2df-6d85b93564e6	c658a0f770028f020749390debc1a174a1c83146	26	15.29731	3.45817	2880	True	0	2880	3.45817	2880	1649	9.914	-0.5942	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_272_strand.fast5	b2da607b-6906-4bbe-8b40-00933e0b4c40	c658a0f770028f020749390debc1a174a1c83146	272	49.89143	1.33234	998	True	0.13928	998	1.19306	998	617	7.415	-0.8958	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_295_strand.fast5	c094b2bf-e0d9-4461-8e15-c316819e4561	c658a0f770028f020749390debc1a174a1c83146	295	44.12483	1.77639	1332	True	0.18609	1332	1.59031	1332	635	8.091	-0.6683	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_270_strand.fast5	d98296a1-a054-45bc-8131-1536e305e201	c658a0f770028f020749390debc1a174a1c83146	270	12.65339	1.6572	1336	True	0.03818	1336	1.61902	1336	673	7.228	-0.9223	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_285_strand.fast5	e0812ca7-5181-435f-af6e-5b3b98e76751	c658a0f770028f020749390debc1a174a1c83146	285	26.61836	2.11122	1525	True	0.25515	1525	1.85608	1525	865	9.325	-0.5328	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_296_strand.fast5	34c57bd1-63f1-487a-b761-64d8b82c80f2	c658a0f770028f020749390debc1a174a1c83146	296	23.55428	3.12616	2541	True	0.07719	2541	3.04897	2541	1337	7.638	-0.7802	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_325_strand.fast5	36daf125-f20f-4c0e-a4a0-8a27fc1aeb83	c658a0f770028f020749390debc1a174a1c83146	325	20.13197	2.47975	1990	True	0.14509	1990	2.33466	1990	1228	7.269	-0.9123	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_303_strand.fast5	5e474b79-a0af-420f-aca3-cb1f5fe17871	c658a0f770028f020749390debc1a174a1c83146	303	31.95369	1.52855	1264	True	0.02009	1264	1.50847	1264	652	8.697	-0.5822	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_312_strand.fast5	83913f6f-3437-4303-8f8a-d361dda706a2	c658a0f770028f020749390debc1a174a1c83146	312	19.40803	1.8823	1516	True	0.06458	1516	1.81773	1516	816	8.528	-0.6363	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_317_strand.fast5	b6b3d69a-6776-4f6a-95ca-40ba81681421	c658a0f770028f020749390debc1a174a1c83146	317	44.96232	1.79017	1359	True	0.14841	1359	1.64177	1359	673	7.434	-0.8069	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_314_strand.fast5	b7068cc1-a9bb-4a6b-8a5e-8a0ca23c5a84	c658a0f770028f020749390debc1a174a1c83146	314	37.60093	1.51677	1141	True	0.15953	1141	1.35724	1141	683	8.884	-0.5851	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_357_strand.fast5	011f6fba-a6a0-449f-a1fb-1d8287b813ed	c658a0f770028f020749390debc1a174a1c83146	357	62.96863	1.63479	1257	True	0.09363	1257	1.54117	1257	688	8.016	-0.7394	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_341_strand.fast5	486689ba-364f-4bde-b2d5-4fd38202abda	c658a0f770028f020749390debc1a174a1c83146	341	18.79283	2.85608	2288	True	0.01378	2288	2.8423	2288	1312	8.738	-0.659	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_351_strand.fast5	ede75c96-1731-49c2-a2fa-65f8d3f00519	c658a0f770028f020749390debc1a174a1c83146	351	18.66119	1.42961	1078	True	0.1406	1078	1.28901	1078	628	8.411	-0.6722	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_35_strand.fast5	ee05c04d-842a-4831-b836-d3655267d634	c658a0f770028f020749390debc1a174a1c83146	35	18.70452	1.7739	1419	True	0.03552	1419	1.73838	1419	754	7.372	-0.7998	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_352_strand.fast5	f6e71511-d11c-4109-b226-d56d724f6c25	c658a0f770028f020749390debc1a174a1c83146	352	14.75896	2.68841	2122	True	0.04499	2122	2.64343	2122	1140	8.302	-0.6782	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_382_strand.fast5	9c3fee80-5957-4a47-933c-fe2e471620e6	c658a0f770028f020749390debc1a174a1c83146	382	30.85259	1.57022	1295	True	0	1295	1.57022	1295	650	7.98	-0.8208	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_385_strand.fast5	9fc77db0-cc46-4d84-a437-f7356a866fcf	c658a0f770028f020749390debc1a174a1c83146	385	34.49087	1.9155	1433	True	0.15853	1433	1.75697	1433	776	9.284	-0.5623	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_399_strand.fast5	c3481d89-62ea-45e9-bba8-eb927211156e	c658a0f770028f020749390debc1a174a1c83146	399	20.30312	1.51295	1202	True	0.04183	1202	1.47112	1202	627	7.124	-0.8799	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_38_strand.fast5	df6019d8-692d-47b5-909b-bc72d950fed1	c658a0f770028f020749390debc1a174a1c83146	38	25.27673	1.17497	840	True	0.1826	840	0.99236	840	430	8.101	-0.7057	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_389_strand.fast5	fa89986a-173b-458c-a844-8bc4d04150f5	c658a0f770028f020749390debc1a174a1c83146	389	15.4009	1.88446	1316	True	0.30113	1316	1.58333	1316	669	7.143	-0.8861	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_420_strand.fast5	03b2a9e5-7969-4d34-b913-b6afe239d3f6	c658a0f770028f020749390debc1a174a1c83146	420	27.83001	1.59147	1170	True	0.18559	1170	1.40588	1170	673	7.465	-0.7696	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_402_strand.fast5	26f1847e-7a46-43e6-907a-2cdd3faebecb	c658a0f770028f020749390debc1a174a1c83146	402	12.50946	1.59811	1194	True	0.15256	1194	1.44555	1194	671	7.512	-0.901	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_407_strand.fast5	4fb7750f-7707-4c07-bd53-5a588eaf0345	c658a0f770028f020749390debc1a174a1c83146	407	17.2505	1.92314	1558	True	0.02125	1558	1.90189	1558	820	8.745	-0.6283	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_430_strand.fast5	7eaac0ce-9615-4f67-b06a-8d52d87b8858	c658a0f770028f020749390debc1a174a1c83146	430	25.90488	1.13612	472	True	0.54399	472	0.59213	472	284	9.382	-0.4758	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_14_ch_408_strand.fast5	846f0ce1-4e63-4f16-a59e-69f1eddfdf3f	c658a0f770028f020749390debc1a174a1c83146	408	15.40969	1.94788	1487	True	0.1675	1487	1.78038	1487	820	9.08	-0.5345	filtered_out	-1	-1	0
